Symbol 1,Symbol 2,APR,SHARPE,
DIS,MMM,0.10473169453754,0.741491418438201,-242.068947368421
SPGI,WFC,0.104827299119302,0.624712758465882,-375.648421052632
CI,GOOGL,0.104925044721594,0.752666652699958,-2496.82969473684
ADBE,VZ,0.104926992447091,0.647106790773769,-450.914736842105
RTX,UPS,0.104990964842269,0.716070550617921,-272.901578947368
MSFT,SPGI,0.105039078866177,0.971383667130253,-594.468421052632
CMCSA,DIS,0.10514313499433,0.830038634944619,-143.334210526316
AMD,PYPL,0.105164502049629,0.524624243018263,-174.846315789474
MRK,UPS,0.105176764936703,0.68590094649991,-266.708161052632
KO,NOW,0.105236847812197,0.607397316004662,-533.391453947368
AMAT,BMY,0.105295516347685,0.617954632956572,-180.686842105263
DHR,SPGI,0.105316022612522,0.981993093043379,-588.51826631579
LLY,QCOM,0.105344429553883,0.568199558704341,-436.745469473684
HD,VZ,0.105380192349224,0.897122729840662,-340.56177
AVGO,SO,0.105419353624099,0.685639151299537,-609.107795263158
GOOGL,UPS,0.105478941136026,0.705607688024054,-2418.84842105263
AVGO,INTU,0.105607633820817,0.858832544706259,-932.407268947368
PLD,SPGI,0.105642089608386,1.07474614494689,-453.360843842105
MDT,USB,0.105737809917121,0.844669550267482,-142.083107842105
DE,MMM,0.105757660430373,0.74835494352908,-480.93
ABT,MSFT,0.105759488546833,0.962626996361195,-371.428947368421
DHR,PEP,0.105829948651252,0.97931846598227,-418.00022
GS,TMUS,0.105946550905878,0.737460249665277,-435.49123
BDX,CB,0.105981102804751,0.806158062650943,-448.075523684211
NEE,SO,0.105981853962466,1.10354476298253,-147.346861052632
ADP,ORCL,0.106012437949555,0.925815578244283,-283.118138947368
CCI,JNJ,0.106038373776448,1.05543545303042,-349.453044736842
SPGI,UPS,0.106060274312247,0.737461633519672,-512.130526315789
ADBE,NOW,0.10616152323999,0.864908951405149,-871.994210526316
JNJ,MS,0.106183136779092,0.8217856704738,-255.076842105263
BLK,CRM,0.106207305469853,0.6543557246926,-809.234031578947
DUK,TMUS,0.106449733532854,0.856475707816826,-238.905263157895
KO,PLD,0.106472732369944,0.954956229986989,-181.291245157895
AMT,LMT,0.106498576953719,0.824513638565728,-681.814218421053
T,UNP,0.106553619853082,0.900895046284415,-236.607609473684
BAC,COST,0.10659058003021,0.673238357938107,-499.225813473684
AMT,CVX,0.106624376013542,0.668185026318828,-420.144768947368
CME,MSFT,0.10669474220691,0.75449415220001,-461.774972631579
PLD,UPS,0.106789844776717,0.723246603568872,-298.062949105263
GILD,MMM,0.106826669744359,1.02337360344182,-201.340872315789
GOOG,ZTS,0.106881348106931,0.995894767574775,-2413.00947368421
TMO,VZ,0.106896765461732,0.854973708138719,-587.831337894737
PEP,SO,0.106915312828078,1.44263425845291,-234.899848421053
JPM,MSFT,0.106925966342653,0.704868818946324,-383.623684210526
BMY,WFC,0.106939502530991,0.683272532493613,-117.199473684211
BA,QCOM,0.106941983069258,0.56360866374893,-266.557574736842
MA,TMUS,0.107022725397834,0.821258146512121,-471.636315789474
AMGN,ISRG,0.107049266751353,0.709913776465561,-453.027894736842
AXP,INTC,0.10711351908849,0.604365107488036,-197.128421052632
C,UNP,0.107193971801649,0.826375130991556,-265.777083157895
COP,ZTS,0.107219061814279,0.588086103184353,-275.811578947368
IBM,VRTX,0.107318624608992,0.704505628693385,-403.487894736842
BMY,SO,0.10735732734,1.13969222274008,-146.968947368421
ADBE,BDX,0.107363075702288,0.671418688319173,-646.86861
ADP,MRK,0.107389318746853,0.812416697949658,-301.461036842105
NOC,PEP,0.107453456201079,0.96908548095004,-627.680824210526
AMT,NOW,0.107485202845249,0.680991283703746,-723.55371631579
ORCL,UNP,0.107498139692078,0.827595041935537,-286.041293684211
ADP,BMY,0.107592302715576,0.927778415343563,-288.434454736842
LOW,T,0.107636535766207,0.781922660664137,-207.033157894737
AMZN,RTX,0.107709532782333,0.647144827875995,-208.398342105263
IBM,ORCL,0.10775711974728,0.816945113554743,-208.283157894737
AAPL,MDLZ,0.10781977477961,0.908579326945013,-202.373684210526
INTC,PEP,0.107842776423851,0.733233098099215,-203.894058947368
NEE,TXN,0.107871112141489,0.818431731792717,-238.641597894737
NOW,T,0.107919597906821,0.595724467228185,-492.262105263158
MMC,UPS,0.107932904721737,0.809209736987939,-331.769473684211
PG,V,0.107982037712449,0.880557559275146,-344.98
AMT,JNJ,0.108053132029727,1.04857487600918,-426.890032105263
CCI,ZTS,0.108155439240049,1.03575318936151,-339.90515
CB,CSCO,0.108180345531204,0.853453724291507,-245.812176842105
AMD,BMY,0.108262826202062,0.556103734620604,-170.123157894737
PEP,QCOM,0.108287685516407,0.693272310357809,-296.492686315789
AMD,GE,0.108289093687495,0.508345538913519,-167.238947368421
MDLZ,RTX,0.108310631895703,0.896268225573929,-155.736842105263
AVGO,KO,0.108310828863615,0.770816106846186,-599.048722894737
CMCSA,XOM,0.108323095215138,0.680760273824875,-137.441578947368
ACN,SO,0.108326269740115,0.93969218066152,-362.954736842105
ACN,SPGI,0.10838265435204,1.04835467794198,-624.965263157895
GE,MSFT,0.108384209324043,0.632198375391861,-333.135263157895
MS,MSFT,0.108418625602329,0.771271036004215,-340.747894736842
HD,LLY,0.108443124637247,0.715709591375864,-593.343348947368
LMT,RTX,0.10849371940955,1.01469643633508,-524.492607368421
HON,TXN,0.108575914581214,0.917977524013426,-351.288947368421
CVX,TSLA,0.108587859854485,0.488753083117379,-875.732105263158
ABT,GOOGL,0.108644404041615,0.832545731574237,-2351.10684210526
INTU,ISRG,0.108689688354552,0.772947048447933,-604.377894736842
MS,NKE,0.108747112519577,0.780728892616012,-194.605592842105
LLY,PLD,0.108828731639222,0.801462552633928,-423.095580684211
AMGN,ORCL,0.108857826211173,0.740127228321186,-313.602105263158
MDT,XOM,0.108899106163502,0.732968970916577,-188.689949947368
ADBE,USB,0.108899560990226,0.601766159824219,-449.604736842105
ACN,BDX,0.108909140158138,0.909795323599982,-537.872294210526
PEP,VZ,0.108963834158258,1.40234032064297,-213.863532631579
DE,NKE,0.108971302419815,0.659240514606307,-455.329803368421
PEP,WMT,0.109000264024285,1.48820178849874,-286.264058947368
ACN,ISRG,0.109037004057133,0.821869787705002,-500.625789473684
AVGO,JNJ,0.109095896903696,0.728838090124372,-712.487268947368
MMC,SPGI,0.1091933366432,1.09751566448764,-487.067368421053
COST,GOOGL,0.109235472848944,0.862337255427109,-2705.31526315789
AXP,SCHW,0.109255688784723,0.795447343530895,-221.647894736842
ABT,JPM,0.109359811788598,0.757401614968815,-233.544210526316
BLK,GOOGL,0.109362829321914,0.936726362431938,-2876.43350526316
LMT,NOW,0.109459703386777,0.612670767689439,-901.75418631579
AVGO,CVS,0.109515852420411,0.727688003522485,-631.032005789474
AMD,SPGI,0.109518513453644,0.64413285824623,-428.572105263158
MMC,ORCL,0.109532382889116,0.853990829202856,-223.302105263158
CI,VZ,0.109650981653064,0.921989372141738,-307.064957894737
AMT,KO,0.109667673192772,0.963975534255073,-313.451486052632
MCD,MS,0.109707860136022,0.92426168557905,-323.539089473684
BDX,DE,0.10973997855125,0.673649070557576,-587.33913631579
DE,MDLZ,0.109804996185164,0.752228358513811,-401.969473684211
CMCSA,LIN,0.109807124797714,0.904499021270964,-354.930051578947
AMD,CAT,0.109942532922353,0.546982488377506,-305.157894736842
DUK,INTU,0.109951912436096,0.70010546130474,-501.787368421053
GOOGL,ISRG,0.109986871742677,0.769582611400464,-2449.80684210526
AMD,SO,0.110012979101548,0.555348909198217,-166.561578947368
ADI,NOC,0.1100526941551,0.714436933894587,-621.793578947368
BKNG,NOC,0.110059528871171,0.620566258005937,-2590.79255473684
BKNG,CME,0.110141184289125,0.686811555828871,-2327.32865684211
BDX,JPM,0.110171127116799,0.768408568718442,-369.490715263158
TMUS,WFC,0.110200928424189,0.648316489311582,-174.055263157895
CCI,QCOM,0.110317312326439,0.631449066798504,-307.666408947368
BA,DIS,0.110402853023625,0.694622944744086,-235.117894736842
INTU,NOW,0.110416152027412,0.905374856343405,-866.75
HON,MO,0.110465179557609,0.883325853959181,-237.097025368421
DHR,WFC,0.110467069609435,0.616048520702854,-296.73826631579
MCD,MMC,0.110467194448773,1.38081631141638,-396.898563157895
CVS,GS,0.110469208335017,0.82497031903452,-396.998072105263
ISRG,SBUX,0.110516062548653,0.747324248421157,-285.116315789474
AMGN,DHR,0.110558675889119,0.860942588236873,-498.457213684211
AMGN,JPM,0.110568540614264,0.773028761900015,-366.522631578947
AMZN,DIS,0.110586851302517,0.66188098077398,-215.769921052632
BA,JNJ,0.110595350863345,0.615833831506454,-308.344210526316
BLK,USB,0.11065939893048,0.891955157040111,-685.358768421053
DE,QCOM,0.110700219134013,0.60572264427478,-474.014416842105
LMT,MMC,0.11080828617715,0.949083448516922,-583.360502105263
GOOG,WFC,0.110824466964059,0.701172745416184,-2289.40842105263
ISRG,USB,0.110903361145259,0.671826907741876,-258.732105263158
GOOGL,PG,0.11095280528022,0.871034643492058,-2382.06263157895
ADBE,GOOG,0.110958284903838,0.928408076414272,-2647.72157894737
ADBE,LLY,0.110995966414585,0.635503717482048,-703.696315789474
NKE,SCHW,0.111005488211045,0.703297639395486,-179.829277052632
HD,MSFT,0.111054565208483,0.976895310902729,-550.648612105263
BMY,NVDA,0.111074471173438,0.563642254390274,-249.979946842105
ABBV,WMT,0.111076436230292,0.957033958690784,-268.04
PFE,VRTX,0.111161351546099,0.668380092673915,-316.061578947368
USB,ZTS,0.111169236154523,0.708104142361383,-214.892631578947
ABBV,ABT,0.111185920131232,0.971012905652373,-255.646842105263
CME,INTC,0.111254037587083,0.684617396934127,-241.718656842105
COST,SO,0.111317105953171,0.946507855588787,-536.586842105263
AMZN,CME,0.111317645192065,0.698232594593089,-314.933841052632
ADP,CSCO,0.111320894551332,0.977154552505613,-257.527086315789
LIN,TMUS,0.111361346201688,0.892096558648304,-445.573735789474
LLY,UNH,0.111362867303495,0.828044216032054,-786.635276842105
LLY,TMUS,0.111364984685998,0.736724788325661,-435.57
AMT,QCOM,0.111434286227221,0.630563569599336,-385.103396315789
GILD,T,0.111544254427963,1.05510335615661,-81.6440302105263
INTC,TMUS,0.111548154638127,0.719070737981676,-172.818947368421
MCD,ZTS,0.111635475101263,1.15660861417464,-409.080668421053
GS,XOM,0.111641765283115,0.787549072436278,-399.334387894737
CRM,DIS,0.111678331370047,0.627197438314701,-275.089473684211
AAPL,GILD,0.111751757126549,0.723585116318561,-202.250872315789
CMCSA,COST,0.111821947118385,0.852752833800442,-506.360526315789
CME,LOW,0.111823678863952,0.726277774601663,-387.538656842105
AXP,MO,0.111858809497991,0.683918424528754,-205.237025368421
GS,MA,0.111888617524759,0.83288033266002,-642.885440526316
ANTM,CSCO,0.112051702699033,0.823579531505175,-526.954750526316
MMM,NVDA,0.112104969401022,0.546169653716276,-314.926788947368
V,ZTS,0.112178538997147,0.911660014650438,-368.884736842105
MO,NFLX,0.112221183360791,0.560622906177483,-235.807025368421
BAC,PM,0.112247170084665,0.841896503566798,-137.065813473684
DHR,JPM,0.112449260213114,0.706960921101427,-377.673529473684
CMCSA,NKE,0.11245571116187,0.777297784629542,-156.089277052632
LIN,NKE,0.112569100499125,0.880093245306071,-428.064591789474
BAC,UPS,0.112647587499978,0.76193291755153,-212.758971368421
ACN,GE,0.112672135700498,0.718858981697423,-363.632105263158
AAPL,CMCSA,0.112752651053419,0.785647868849987,-182.599473684211
DHR,MSFT,0.11277358299806,1.03024190098447,-515.55826631579
ABBV,MSFT,0.112777971329971,0.83522274292942,-405.726315789474
ABT,CI,0.112886707312135,0.836947488622169,-367.07232631579
CAT,CSCO,0.112886974228371,0.78896947463207,-254.657894736842
JPM,PG,0.113027709369201,0.848302082922785,-264.5
ABT,SBUX,0.113073112123378,0.842153270023106,-186.416315789474
COST,ZTS,0.113160912791335,1.08635022191549,-630.418421052632
SCHW,SO,0.113178944732399,0.759917565363719,-136.921052631579
AMD,UPS,0.113283988421163,0.590532031982114,-273.274210526316
AVGO,DUK,0.113351280044102,0.706909337450666,-644.188321578947
CVX,GILD,0.113370459673614,0.753077100748039,-229.466661789474
JPM,V,0.11338769710031,0.915932315634914,-326.218947368421
AMZN,WFC,0.113423371828571,0.628529346081555,-155.847289473684
TMO,TMUS,0.113604293547067,0.847462684272905,-669.285022105263
AMT,NOC,0.113623359888482,0.82394238598989,-716.291534210526
DHR,GOOGL,0.113680322574612,0.892248915199469,-2495.23616105263
NEE,XOM,0.113717270716092,0.652605069702283,-171.607387368421
ADBE,MMC,0.113728347857013,0.819146446887595,-553.60052631579
ADBE,DIS,0.113796840082686,0.678036034463684,-502.104210526316
CI,QCOM,0.113797815411184,0.617999490676209,-389.694111578947
ADBE,CCI,0.113842135536851,0.790615144940143,-574.617255263158
TSLA,VRTX,0.113941493696872,0.518198251022802,-972.547894736842
GOOG,ISRG,0.113963702702008,0.794781693264616,-2456.84894736842
SBUX,ZTS,0.113983061336628,0.903818966154663,-241.276842105263
AMGN,BAC,0.114058992350225,0.743856253311071,-277.995813473684
CRM,NFLX,0.114121636103854,0.603598849688603,-360.233157894737
ANTM,VRTX,0.114165408587695,0.726360650722172,-747.75054
DE,UNP,0.114278469963722,0.844790670548425,-556.810241052632
BDX,PLD,0.11428612615939,0.963550122473617,-366.267874894737
MMC,QCOM,0.114442729453974,0.693587982340143,-286.64968
MS,ZTS,0.114450887615924,0.807862186999849,-245.528947368421
C,SCHW,0.114521541735511,0.896776438331146,-114.902105263158
LIN,MO,0.114604231707776,0.924163224530011,-362.259182210526
DUK,WFC,0.114636635898185,0.712086375001447,-148.718421052632
LMT,NVDA,0.114719629019389,0.562843432222301,-604.722027894737
AMZN,BKNG,0.114727721709882,0.656685827125227,-2240.22097368421
COST,ORCL,0.114781645838492,0.883312438437706,-534.832105263158
COST,PEP,0.114821147383489,1.24895468502751,-628.079322105263
DE,MS,0.114879833481103,0.813253852408699,-420.711578947368
DIS,LLY,0.114968414606589,0.661289624139449,-405.305789473684
HD,TMO,0.115058990530737,0.901860769702587,-827.058371052632
NVDA,XOM,0.115067108797222,0.529242538481971,-270.678894210526
MMC,WFC,0.115112908123565,0.743623278588307,-195.287368421053
AMGN,PEP,0.115127295037897,1.17346451400508,-406.849322105263
COP,INTU,0.115187498236578,0.590583472982326,-505.279473684211
DIS,TMO,0.115190395437233,0.708352754228882,-639.020811578947
AMZN,MSFT,0.115353250107821,0.992323635554371,-374.667289473684
GOOG,PEP,0.115420104343019,0.983259787789147,-2410.67037473684
BLK,PLD,0.115450184467695,0.922690643920765,-755.64803331579
NEE,ORCL,0.115537522479231,0.771945704469488,-145.592124210526
GOOGL,JNJ,0.115659336670118,0.91720955542726,-2415.51526315789
AMGN,MDLZ,0.115697247793142,1.11097267203626,-304.904736842105
MDT,WFC,0.115738810464808,0.753645684350117,-134.659949947368
TXN,VZ,0.115802658958802,0.896453230278422,-213.665789473684
PM,RTX,0.115817928480424,0.90851399859132,-197.208421052632
MDT,TMUS,0.115839845061042,0.899807229954188,-224.846792052632
LIN,ZTS,0.115866895997056,1.03847075614935,-478.98794631579
PG,WFC,0.115959812407235,0.734992253336324,-183.564736842105
GILD,QCOM,0.11599472830313,0.666721666315595,-194.425289157895
CVS,PM,0.115997269400302,0.962279693797562,-196.351052631579
CMCSA,LLY,0.116019729056984,0.774353446693598,-344.926315789474
CMCSA,TMO,0.116052183337592,0.810007588335687,-578.641337894737
COST,HD,0.116093775875203,1.19407367655142,-754.777559473684
BMY,RTX,0.116221681901924,0.928548585461438,-169.750526315789
MMM,USB,0.116222812393773,0.928989022323512,-189.569473684211
CSCO,GE,0.116243629201029,0.703259503922757,-116.738947368421
ADP,AXP,0.116269102409954,0.77136140635084,-369.599717894737
BMY,MDLZ,0.116409875074966,1.23789446370291,-136.516842105263
MA,NVDA,0.116420382345466,0.608364774737936,-514.229946842105
GILD,JPM,0.116466196110099,0.810099278515558,-183.998240736842
BA,ISRG,0.116501165711534,0.661511856370219,-342.635789473684
ACN,ZTS,0.116516634322474,1.18320715255115,-456.786315789474
AXP,UNH,0.116583876363447,0.807912223169168,-639.616855789474
ABBV,JPM,0.116611308370555,0.824340951223853,-267.841578947368
COST,GOOG,0.116653599535666,0.919438335459139,-2712.35736842105
ADBE,WMT,0.116672544739062,0.722533241592973,-523.315263157895
SCHW,UPS,0.116719310611046,0.7442662889537,-243.633684210526
ACN,C,0.116771907639958,0.821391171982443,-340.935789473684
CRM,WFC,0.116775418201592,0.585573721714811,-215.166842105263
CI,INTC,0.116776516281514,0.6973741827341,-297.095484210526
CAT,IBM,0.116831817465192,0.951618210553771,-348.634210526316
LOW,NFLX,0.116844999535536,0.598621173127042,-373.518421052632
INTU,WFC,0.116995593459742,0.646997675322437,-436.937368421053
AMGN,DE,0.116995959117183,0.760252558643369,-584.371052631579
CI,SPGI,0.117139614754184,0.844930706281859,-590.1118
AAPL,SO,0.117142668307051,0.851001547861761,-212.825789473684
MS,SO,0.117201621442813,0.873447940617171,-151.697368421053
LIN,MDT,0.117253290174404,1.05774362688075,-406.178422578947
MDLZ,ZTS,0.117382459310965,1.15991005200517,-226.786842105263
C,ZTS,0.117403523311844,0.740916332529704,-215.22
BAC,BDX,0.117431400050143,0.755516946146033,-280.963897157895
ACN,ADBE,0.117586941719962,0.922364509950852,-691.498421052632
ABT,NKE,0.117587759928858,0.91461227507628,-225.286645473684
QCOM,XOM,0.117592432065308,0.581829956590113,-229.260732631579
LLY,MSFT,0.117620832987607,0.812591038705526,-564.203157894737
SO,ZTS,0.117630393824022,1.00135990831191,-237.238947368421
NVDA,PYPL,0.117687794458685,0.592580493579204,-254.703104736842
CSCO,PLD,0.117816794749888,0.875205244475611,-164.004528052632
ABT,LOW,0.117820560738916,0.929140817848941,-297.192631578947
ABT,PG,0.117876350283372,1.16937610536048,-252.305263157895
DIS,NEE,0.11795131014839,0.783623353632793,-177.500018947368
BDX,PG,0.117952746572169,1.27236802872927,-388.251767894737
BLK,INTU,0.118006321630564,0.906486232450596,-1031.00455789474
BAC,UNH,0.118031674701696,0.868312310100807,-517.528985052632
MMM,UNP,0.118127778150358,1.08121177280217,-356.304451578947
ABBV,SBUX,0.118179921760284,0.81840766853118,-220.713684210526
RTX,USB,0.118199827489751,1.0291458613226,-143.842631578947
IBM,NVDA,0.118254063712721,0.591819984927242,-313.048894210526
PFE,USB,0.118289495953499,0.77618606827179,-100.265263157895
CSCO,T,0.118315227675814,0.94781496331326,-64.8731578947368
ADI,CMCSA,0.118410758285889,0.871477063755778,-198.786287368421
UNP,ZTS,0.118416374857841,0.97564576945058,-381.627609473684
GOOGL,MSFT,0.118443186338866,1.26590181439712,-2501.18631578947
C,QCOM,0.118472681750389,0.629195325380281,-182.981258947368
MS,PG,0.118495758482939,0.852319507498883,-221.624210526316
ABBV,LMT,0.118568121621372,0.964126622878817,-574.979449473684
MO,SO,0.118595314908424,1.13614942016041,-120.510183263158
CI,COST,0.118682256049651,0.821839587933678,-721.280747368421
CSCO,SBUX,0.118796181165237,0.869472852199107,-120.099473684211
ABT,TXN,0.119069131829932,0.988942863301053,-273.673157894737
C,NEE,0.119096299771308,0.752708852841167,-125.327913684211
JPM,MMM,0.119105785816228,0.985537634805067,-263.081578947368
BA,V,0.119223432707763,0.721043873656446,-336.610526315789
LOW,TXN,0.119263910687939,0.877004528117222,-349.516315789474
ABT,PEP,0.119286861145496,1.2916560182453,-273.870901052632
HD,SPGI,0.119349969464085,1.05638983878835,-623.608612105263
CSCO,INTC,0.11935082681228,0.777794283844263,-85.0557894736842
BA,MMC,0.119365102847768,0.672982582638316,-286.614210526316
RTX,SPGI,0.119375676439238,0.829306743846314,-428.199473684211
CCI,LMT,0.11942958986586,0.98809611886568,-604.377231052632
BDX,NEE,0.119434354969412,0.992702676705176,-322.264418421053
C,V,0.119444077659738,0.867766580563476,-253.034210526316
AMZN,NKE,0.11947271737875,0.787652222909998,-228.524987578947
NEE,T,0.119475055189967,0.934935738282709,-96.15844
UNH,UPS,0.119520894541832,0.829214126231208,-661.602645263158
SCHW,XOM,0.119595667798159,0.797210298956682,-161.181578947368
LOW,ZTS,0.1196229229846,1.00361830757424,-352.053157894737
CME,VZ,0.119689524131059,1.0727552518372,-251.688130526316
AMAT,LMT,0.119767647451203,0.628171743233205,-535.428923157895
AMD,WMT,0.119783064887797,0.605422467241077,-217.925789473684
ADBE,MMM,0.119840711873586,0.762293550819144,-540.459473684211
ABT,MDT,0.119848186044834,1.03248170686137,-203.400476263158
ORCL,SCHW,0.119973471958516,0.758528417093892,-135.166315789474
CMCSA,UPS,0.119979748408559,0.815058862491208,-219.893684210526
ISRG,MO,0.120031228040588,0.69853152233681,-258.181235894737
AMGN,ANTM,0.120038558841357,0.882190369184798,-726.250013684211
CB,XOM,0.120199917542136,0.83502689398943,-297.418492631579
ORCL,PG,0.120259105942884,0.894524326453517,-211.579473684211
COST,GE,0.120281952228428,0.686428147482148,-537.264210526316
CCI,JPM,0.120305381787964,0.792608727332061,-297.239360526316
BKNG,MS,0.12033079552905,0.761964887583921,-2206.30157894737
INTU,SPGI,0.120380497241273,0.914217198584841,-728.717368421053
LLY,SBUX,0.120383611066299,0.74167587526869,-379.190526315789
CCI,MDLZ,0.120423551160038,1.17130534058455,-235.621465789474
MDLZ,USB,0.120546085004711,0.895381213626321,-110.608947368421
CSCO,NKE,0.120590993460092,0.804510069266248,-158.969803368421
LIN,WFC,0.120702303706367,0.807657715321811,-355.386893684211
GILD,GS,0.120746321607062,0.899352585665538,-364.498944421053
PLD,SO,0.120756797945501,1.14387703975485,-191.350317526316
DUK,PG,0.1207883035168,1.54523113500441,-248.414736842105
BMY,PEP,0.120819313851392,1.28276295797461,-238.461427368421
MO,WFC,0.120830704109631,0.763992422244509,-90.7407095789474
MMC,SO,0.120912573733736,1.22190053214938,-225.056842105263
GOOGL,SPGI,0.120959781294519,1.01563423363106,-2574.14631578947
CCI,HD,0.120984264853047,0.994460167005129,-464.264288421053
LOW,USB,0.12099724107412,0.75285353697119,-235.875263157895
BAC,CCI,0.121080362744647,0.737803380673403,-208.712542421053
SCHW,WMT,0.121082825964543,0.784407300147089,-188.285263157895
PG,XOM,0.121112159561652,0.74548983130684,-237.594736842105
AAPL,DUK,0.121130176032326,0.816456776084625,-247.906315789474
INTU,TMO,0.12117504424716,0.851767815017229,-932.167127368421
LLY,ZTS,0.121182972220003,0.910809780169813,-468.984210526316
HON,INTC,0.121211044396829,0.825723941029299,-228.988421052632
ADP,T,0.121272275036645,1.03415303338015,-233.684454736842
LIN,T,0.121287334614175,1.01836051710032,-333.967946315789
HON,MSFT,0.121421765535814,0.944773222279788,-449.044736842105
BAC,DUK,0.121424134932951,0.824688484007372,-141.126866105263
NVDA,ORCL,0.121540024254806,0.652080229417316,-244.663631052632
QCOM,SCHW,0.121669226261254,0.668735885729046,-198.513890526316
CI,CRM,0.121692851476608,0.633411266085774,-429.630221052632
BDX,LIN,0.121737042349722,1.03724919613273,-560.073924736842
PEP,SPGI,0.121793225682471,1.20644326679748,-496.910374736842
AMZN,INTU,0.121797300809931,0.942718087777856,-508.916236842105
AAPL,MS,0.121803764551248,0.769210907739094,-221.115789473684
INTC,NEE,0.121868993436384,0.785324015185331,-116.341071578947
LIN,MMM,0.121869883341858,1.24684249719571,-453.664788421053
AMD,USB,0.121920273116633,0.5688335924382,-144.215263157895
ADBE,AMZN,0.121940305101818,0.869730341589113,-514.160447368421
MMC,MO,0.121979019968453,0.983516711615658,-202.159656947368
CME,MCD,0.122000440886915,1.100655349412,-444.566167368421
AMT,HON,0.122115948203625,0.958605484667994,-440.097400526316
BA,UNP,0.122141677110562,0.704053738353336,-349.353398947368
DHR,MDLZ,0.122187760241797,1.07550770851644,-316.055634736842
C,GS,0.122211071775993,1.45085604009753,-353.054914210526
AXP,NOC,0.122251202307663,0.730992052779386,-620.91518631579
MS,TMUS,0.122297559022975,0.825461136539525,-212.114736842105
ADP,BAC,0.122329425946892,0.857092108120631,-247.511847157895
COST,LLY,0.122387693041247,0.850846998435766,-768.332105263158
AMT,BDX,0.122440569389599,1.04724280139808,-498.428115789474
AMAT,INTU,0.122447416383962,0.752124379729392,-500.424736842105
MDLZ,MMC,0.122454372538612,1.35874386985119,-214.604736842105
BAC,SBUX,0.122480339922751,0.899468114148956,-110.084234526316
ABBV,NEE,0.122482543615957,1.03566175402781,-220.615282105263
MMM,ZTS,0.122581079515911,0.951566245045239,-305.747368421053
DE,SBUX,0.122628811225155,0.767864685725667,-416.459473684211
ADP,AMGN,0.122629783122692,0.99859633951729,-456.822349473684
AMT,SCHW,0.122649703938174,0.71297481025831,-317.024242631579
GE,JPM,0.122661982849215,0.904285049078782,-195.250526315789
C,TMO,0.122680243925393,0.699744643525696,-586.84870631579
DUK,HD,0.122686290395444,1.03374822158363,-396.678612105263
HD,SCHW,0.1227366027041,0.761692027028768,-355.11177
AMT,MO,0.122787334118107,0.931497583667294,-300.613373263158
AAPL,SBUX,0.122974612477009,0.849880393464341,-216.863684210526
MMM,TMO,0.123001074104856,0.879690162180301,-677.376074736842
JNJ,UNP,0.123159095985956,1.2299226384195,-391.175504210526
CI,MSFT,0.123226670724603,0.840446108268799,-517.1518
DHR,MO,0.123232477550801,0.808708312203121,-303.610554842105
LLY,LMT,0.123346151681909,0.801639369469632,-733.456291578947
ADP,USB,0.123419059242139,0.93768724613573,-262.52656
CAT,HD,0.123424887131491,0.850600530270584,-500.194401578947
INTU,WMT,0.123441926652532,0.769303178708349,-518.071052631579
TXN,UPS,0.123447927911897,0.83458573164749,-341.414736842105
CI,WMT,0.123481257421153,0.95922241342497,-379.465484210526
GS,TXN,0.123485791116073,0.936865820152783,-466.368598421053
ACN,NKE,0.123497266412255,1.11113555936116,-405.862961263158
LIN,MSFT,0.123546412219047,1.12333696112381,-574.206893684211
MRK,PFE,0.123598460297309,0.874778710450509,-139.19974
MCD,TMO,0.12366001396542,1.07079421257617,-780.709374736842
AMGN,GS,0.123662006591056,0.858840732693538,-547.023335263158
BDX,GOOG,0.123676273529738,0.862918599948164,-2494.09545210526
ADI,HON,0.123714080570426,1.02458101820348,-345.599445263158
AMGN,INTU,0.123719177104465,0.783851958786663,-638.656315789474
NVDA,PFE,0.123737828867172,0.600067061669682,-225.622578421053
IBM,V,0.123749158696842,0.984666138053886,-341.683684210526
PLD,TXN,0.123756675206336,0.9411219650633,-282.645054368421
MDLZ,WFC,0.123772865679202,0.805195956108496,-103.185789473684
AMAT,BAC,0.123820810411363,0.704251363317373,-139.764234526316
DIS,SBUX,0.12382770515142,1.05079583376086,-177.598421052632
TMO,WMT,0.123905847048702,0.934233213688869,-660.231864210527
PG,USB,0.123941296877289,0.861766146271665,-190.987894736842
AMT,CB,0.123975154160212,0.903081052433529,-453.26115631579
BMY,INTU,0.123984399899654,0.816361835346906,-470.268421052632
CI,ORCL,0.123994376554017,0.820756904663811,-326.346536842105
ANTM,XOM,0.124035256420611,0.737391010887069,-578.56106631579
AMZN,NOC,0.124069352112113,0.70868231291867,-578.397738947368
MCD,QCOM,0.124132783417259,0.760898847865467,-376.841927368421
LMT,USB,0.124405520944022,0.873353844031274,-479.364712631579
MS,PEP,0.12442757813018,0.943837810724803,-243.189848421053
AMGN,JNJ,0.124552967839346,1.3183236670168,-418.736315789474
DUK,MMC,0.124771239635281,1.21854824070121,-260.137368421053
DUK,USB,0.124807213502819,0.883598774511792,-156.141578947368
CVS,LLY,0.125045774346821,0.830947948547839,-397.076842105263
MRK,XOM,0.125065902018507,0.786719969749079,-184.256055789474
ANTM,MMC,0.125194090904737,1.06269669725923,-635.950013684211
AMGN,LOW,0.125282569086151,0.921159660972799,-430.171052631579
AMT,BA,0.125392600341029,0.648285072375736,-385.067926842105
