Symbol 1,Symbol 2,APR,SHARPE,
ADBE,CI,0.0401019905999935,0.299930996413329,-656.644957894737
LMT,ORCL,0.0401026030653604,0.329669624011736,-499.956291578947
DHR,XOM,0.0401032890856603,0.293664526410704,-350.76826631579
MDLZ,TXN,0.0403220805131028,0.370360213542568,-224.25
C,LMT,0.0403594087965056,0.328740666028004,-479.692081052632
AMGN,CVX,0.0403917367237772,0.318076402314459,-411.991052631579
NOC,USB,0.0404598803672969,0.325932365411479,-513.842028421053
DIS,QCOM,0.0404643677639356,0.293623374707773,-235.153364210526
LIN,NOC,0.040696653480603,0.340121138724745,-777.937343157895
DIS,PEP,0.0408284119983133,0.350163402772013,-265.05300631579
C,VZ,0.0408334883794039,0.363960274863259,-100.352105263158
PM,T,0.0408469469940425,0.408593453657516,-123.238421052632
AXP,DHR,0.0408509372599974,0.298713904724626,-411.234582105263
JNJ,MDT,0.0408566645295903,0.473546138583046,-267.808897315789
ANTM,SO,0.0408983679991082,0.375680823621545,-554.30054
V,VRTX,0.0409064526372696,0.325008414818703,-468.503157894737
AMD,AVGO,0.0410642676591562,0.319944667433572,-632.262005789474
ADBE,PFE,0.0410889083801134,0.307482235966447,-451.155263157895
KO,MCD,0.0410908101220291,0.558643048010535,-305.190017105263
ADBE,SO,0.0411119221698895,0.315923132886884,-471.951052631579
JPM,LMT,0.0411123567142744,0.356937780656354,-552.876817894737
ACN,AVGO,0.0413548706221696,0.371825075977383,-828.655163684211
GE,IBM,0.0413581462013886,0.332560686418119,-210.715263157895
LLY,TMO,0.0413736339987565,0.331014077940067,-840.612916842105
AMT,CCI,0.0414247557077054,0.617836288726783,-426.176761052632
KO,V,0.0414713946065579,0.407678135289261,-264.994085526316
LOW,PEP,0.0415110894216113,0.404254179512738,-349.714058947368
NFLX,QCOM,0.0415368557014835,0.293662345647827,-320.297048421053
JPM,MRK,0.0416279181352959,0.345216638374912,-211.161318947368
AAPL,BAC,0.0416821807186654,0.307953868405081,-175.464760842105
TXN,USB,0.0417651764617828,0.34444385204812,-212.355789473684
BMY,CVX,0.0418265412200816,0.351467216560822,-243.603157894737
BDX,DHR,0.0418778236205053,0.396124272923467,-501.425297368421
ISRG,SPGI,0.041943266940303,0.351992791889218,-543.088947368421
CSCO,PFE,0.0420210243441577,0.346749970301314,-95.2657894736842
BA,BMY,0.0420628358417972,0.30438811986662,-208.526315789474
LIN,XOM,0.0420888157343389,0.322090272456048,-409.416893684211
ABBV,CSCO,0.0421287633542113,0.367953333031315,-189.33
CAT,LMT,0.0421545739615743,0.355276298651532,-640.307344210526
MDT,UNP,0.0422829763527492,0.427795141086106,-308.818085736842
AMT,CSCO,0.0423796038218465,0.365794748806362,-296.164768947368
ABT,ISRG,0.0424611628336713,0.345505580373672,-320.049473684211
MMM,VRTX,0.0425693965693583,0.325007371761226,-405.365789473684
IBM,TXN,0.0425837844076142,0.359189370971329,-301.332631578947
JPM,NFLX,0.0426775059160383,0.295613733684333,-309.87
BKNG,MA,0.042794194288974,0.351545985973558,-2465.82315789474
CSCO,PG,0.0430092806396403,0.448615292370024,-185.988421052632
LLY,NVDA,0.0430497326016459,0.292907696049707,-478.163631052632
NVDA,TMUS,0.0430503617322844,0.297619075168344,-306.835736315789
ORCL,WMT,0.0431067232565867,0.35206585345721,-193.016842105263
ADBE,CSCO,0.0433498376788335,0.339103672546369,-444.605263157895
BMY,DHR,0.0434840348728685,0.410611697073484,-330.069318947368
BLK,ZTS,0.043588366010294,0.426957863485178,-801.536663157895
ANTM,HD,0.0436250518525032,0.376830591827155,-772.491257368421
ANTM,LIN,0.0436293969532298,0.389791465176582,-796.049538947369
HON,JNJ,0.0437189870660295,0.453010469682957,-363.373684210526
BA,HON,0.0437321540300257,0.338106418512724,-321.551578947368
BAC,HON,0.0438163173950383,0.415795598511469,-222.633181894737
KO,SPGI,0.0438377501718295,0.434128104808855,-395.358822368421
ANTM,NFLX,0.0438406829638849,0.306674796035845,-669.597382105263
MDT,T,0.0439037173717434,0.420272674178881,-113.241002578947
GOOGL,PFE,0.0440104147025502,0.342035139789884,-2291.34
ADP,GILD,0.0440742612930525,0.408238105243166,-274.297958631579
GS,MS,0.0440848567364187,0.648467995021477,-383.363861578947
DHR,IBM,0.0441015094785904,0.359601339556854,-393.13826631579
AVGO,PEP,0.0442038021503441,0.363868540968162,-700.600275263158
ADP,NOW,0.0442281557659334,0.328934118575589,-684.916033684211
PFE,WMT,0.0442494613887869,0.356903933892908,-173.975789473684
DIS,JNJ,0.0442807957031437,0.368048554916186,-276.94
LMT,TMUS,0.0442896257323089,0.373432608922323,-562.128396842105
CRM,HON,0.0443037302963221,0.324135233625124,-361.523157894737
JNJ,NKE,0.0443236919728836,0.36875966426813,-289.695066526316
ABBV,DHR,0.0443428192922175,0.395691658556851,-399.776161052632
CVX,UNH,0.0443872233984977,0.356847555244953,-651.524224210526
ACN,BMY,0.0444269651147191,0.449909559073529,-366.516315789474
ADP,LIN,0.0444311410335498,0.438365574141514,-526.621874736842
COP,HD,0.0444853910765657,0.314830553695086,-400.170717368421
AMT,NKE,0.0445244671090217,0.359471454873408,-366.418782842105
AAPL,MSFT,0.0445351478044185,0.460949791076696,-401.876315789474
JNJ,TMO,0.0446466977880922,0.411657978236366,-712.247127368421
UNH,XOM,0.0446793771706375,0.338624802942392,-579.15054
AMGN,PM,0.0447116629072197,0.403190159135029,-346.376315789474
INTC,RTX,0.0447505540680948,0.34110380514945,-135.183157894737
UNP,XOM,0.0447857217230614,0.361335433246197,-312.056556842105
ADP,CCI,0.0448513134616613,0.433783827693061,-387.539078421053
PEP,TXN,0.044853094206732,0.410203440277438,-326.194585263158
NOC,PLD,0.0448721857290788,0.374850871089253,-584.131293315789
ADI,C,0.0449026123787872,0.356940870535188,-206.993655789474
ADP,NOC,0.0449552683509442,0.400644673520213,-677.653851578947
BMY,USB,0.0450674504625892,0.366034698245362,-124.622631578947
DUK,MDT,0.0451467571187361,0.449501214740731,-199.509949947368
GOOGL,INTU,0.0451572296818863,0.416518876223892,-2635.43526315789
MSFT,NKE,0.0453519837656051,0.4022392081109,-375.366119157895
PYPL,QCOM,0.0453630293759266,0.312951899065985,-213.284943157895
PEP,UNH,0.0453733956781399,0.481730481996531,-646.382493684211
CVX,LLY,0.0454419115302731,0.334634306819688,-471.786842105263
AVGO,CME,0.0455341147207931,0.365126554759213,-738.424873157895
ADP,INTU,0.0455379392606985,0.392691123081926,-608.172349473684
ACN,NVDA,0.0455628602082432,0.322008848639303,-465.965736315789
JPM,PM,0.0455868596622857,0.423006970050619,-225.592631578947
NOC,PG,0.0456296321844332,0.457656329083677,-606.11518631579
GOOG,INTU,0.0456347732551723,0.417664069302961,-2642.47736842105
NOC,WMT,0.0456938087459082,0.403632801400067,-587.552554736842
MS,USB,0.0457586182742467,0.465940363057642,-129.351052631579
CSCO,TMUS,0.0459491325858181,0.379915513209552,-176.478947368421
CVS,SBUX,0.0459546411435603,0.386656445392322,-169.369473684211
MMM,MRK,0.0460279970786974,0.421265093246194,-228.503950526316
GS,UNP,0.0460479639029341,0.423642211073345,-519.462523684211
MSFT,PM,0.0460670545649882,0.36976992726219,-363.477368421053
CMCSA,DUK,0.0461214897290425,0.441636953647207,-148.261578947368
JPM,WMT,0.0462001851623721,0.373115322504277,-245.937368421053
BLK,MA,0.0463941906652812,0.433997595858169,-975.516663157895
INTU,TMUS,0.0464691934682746,0.369640053173776,-527.124210526316
MDLZ,VRTX,0.0464881224817555,0.369982019828097,-326.405263157895
BLK,LIN,0.0465225731769894,0.484233527252334,-949.454083157895
MMC,NFLX,0.046535568591884,0.322118084327638,-340.353684210526
DUK,VRTX,0.0465481617135555,0.363196247551357,-371.937894736842
ADBE,GILD,0.0465764144284959,0.351638354522277,-461.376135473684
AXP,JPM,0.046626436530907,0.472713195635848,-279.3
ADP,SPGI,0.0467231253675759,0.453277702506997,-546.883402105263
ABBV,ZTS,0.0468001088840697,0.4401057092577,-310.507368421053
ACN,MO,0.0468168276847178,0.391503988839108,-340.05755168421
NKE,TMUS,0.0468487218599452,0.384859021860742,-246.732961263158
MDT,VZ,0.0468526597533903,0.496844519974732,-143.393107842105
AXP,MSFT,0.0468545786223782,0.338961014260231,-417.184736842105
VRTX,VZ,0.0468669040961687,0.366736025369065,-315.821052631579
TMUS,V,0.0468773189746967,0.415332935087524,-335.470526315789
BLK,GILD,0.046913590104821,0.416903563624271,-697.130167052632
RTX,VZ,0.046920332614476,0.434422054747697,-145.152631578947
DIS,ISRG,0.0470027918094902,0.352653356798301,-311.231578947368
ADBE,MSFT,0.0470479085297812,0.487348181978342,-661.001578947368
CVX,USB,0.0471220282196592,0.393397777613811,-217.695263157895
KO,ORCL,0.0471604044328302,0.403957849079319,-131.593559210526
CVS,MDT,0.0471809682325002,0.448313362965183,-186.353634157895
DUK,GS,0.0472255821992169,0.399206256296054,-410.154387894737
RTX,TMUS,0.0472620778518715,0.380343523371904,-226.606315789474
BAC,BLK,0.0473187454753978,0.424964815350929,-670.344055578948
MCD,NKE,0.0474142907982185,0.421336956523598,-358.157313894737
DIS,GILD,0.0474646399277316,0.374868046423082,-162.985609157895
MO,RTX,0.0475202453314771,0.422791535106285,-143.291762210526
GILD,ORCL,0.0475444714148277,0.396182201680431,-131.077714421053
INTC,PFE,0.0475887819469387,0.328298822699483,-91.6057894736842
LMT,MDLZ,0.0476423292983819,0.451100015090734,-491.258923157895
AVGO,MS,0.0477377145507649,0.375819162197291,-617.397795263158
AMD,GOOG,0.0478022580528323,0.334044576160436,-2342.33210526316
INTU,NVDA,0.0478400225373545,0.355391537910401,-569.717841578947
CSCO,MDLZ,0.0478654854459175,0.50970818146549,-105.609473684211
GS,SO,0.0478870372715114,0.409658502001073,-375.073861578947
IBM,INTC,0.0479494546990367,0.375229595540092,-179.032105263158
ADP,PLD,0.0480383332836649,0.450541200932717,-332.815824894737
AMZN,DE,0.0481287563416812,0.332992174499125,-454.630973684211
JPM,USB,0.0481490260470805,0.656972685843859,-172.226842105263
MMM,T,0.0481751625965037,0.492528456481131,-160.727368421053
CI,HON,0.0482502650808332,0.422831559317042,-444.688115789474
ABT,WFC,0.048283020113175,0.338927308857269,-152.608947368421
AVGO,PM,0.0483357787014671,0.38002043890215,-640.127268947368
CCI,NOC,0.0485485243401076,0.401652718516842,-638.854546842105
AMZN,UPS,0.0487762935166391,0.357464813214656,-292.329394736842
CSCO,SCHW,0.0487963518700347,0.368104248872887,-109.575263157895
CRM,SO,0.0488406625631552,0.334345188768317,-244.936315789474
ABT,T,0.0488462895492359,0.433546658943929,-131.19
CVS,JPM,0.0489166561585239,0.42938630877925,-216.497368421053
ORCL,QCOM,0.0489479928964616,0.336509008532344,-203.245469473684
AMT,DUK,0.0489519414817108,0.48000290318071,-358.591084736842
IBM,MDLZ,0.0489996487134665,0.49680273642621,-199.585789473684
CB,DE,0.049008699857231,0.404530582576001,-542.172176842105
BDX,TMO,0.0490283102088536,0.426909446908144,-783.785211052632
CB,VZ,0.0490545217613447,0.472251653233929,-252.121650526316
AAPL,VRTX,0.0491154506876796,0.35505426873757,-406.275789473684
DE,UNH,0.0491973212127113,0.373026993803313,-823.904224210526
ADBE,PEP,0.0493558680244268,0.39154465391751,-563.443532631579
ISRG,TMUS,0.0493859191407182,0.376322891682062,-341.495789473684
CVS,USB,0.0494064262562135,0.418824722449888,-142.985263157895
ADP,JPM,0.0494191258650285,0.445779110927737,-336.038665263158
AAPL,XOM,0.0495374394983266,0.333377550332465,-237.086315789474
MDT,SO,0.0495503172133931,0.518570750416713,-164.429423631579
DE,VZ,0.0497722018804363,0.386403298347814,-391.385263157895
GS,JPM,0.0498192681865619,0.613832857134768,-426.239651052632
BKNG,QCOM,0.0498894383087727,0.340743255285904,-2259.60441684211
CRM,MMC,0.0499441344012508,0.362625816407914,-326.585789473684
ACN,IBM,0.0501971589896586,0.466451548243418,-429.585263157895
AVGO,LOW,0.0502368081950531,0.389884599774414,-723.922005789474
LLY,LOW,0.0502433996589917,0.370083182277226,-489.966842105263
AMAT,VRTX,0.0502524918346663,0.33151056639712,-370.575263157895
GE,MDLZ,0.050253474196702,0.376714851668851,-133.632631578947
MDLZ,SBUX,0.0502684546373868,0.453869525038717,-136.993157894737
GE,LMT,0.0502852305773054,0.360752650883317,-502.388396842105
BAC,GE,0.0503500233561858,0.411923287949328,-106.723708210526
ISRG,SO,0.0504192193769573,0.367252687733859,-281.078421052632
ADP,DHR,0.050518173481626,0.435732214417017,-467.973247368421
CI,GS,0.0505318022060695,0.401670250105452,-559.767766842105
JPM,RTX,0.0505511888437644,0.507555360123529,-217.354736842105
CSCO,ISRG,0.0505776143136973,0.402853428084148,-253.732631578947
CRM,TXN,0.0505985876733259,0.369645365330238,-336.231052631579
AVGO,BLK,0.0506245681398128,0.446011028271249,-1173.40551105263
LMT,NFLX,0.0506252887836707,0.333295887925214,-617.007870526316
DUK,KO,0.0506351081431704,0.615575582290477,-168.428822368421
ACN,RTX,0.0506819191086707,0.430357711385932,-385.736315789474
C,VRTX,0.0507083213234132,0.341333417322716,-314.838421052632
CVS,INTC,0.0507203187612868,0.374863129635145,-134.325789473684
COST,CVX,0.0507281791367875,0.372205177558146,-633.221052631579
AMT,PM,0.0507909542417009,0.426531638346573,-354.530032105263
NOC,XOM,0.0508331669473054,0.379531665679639,-560.448870526316
BLK,XOM,0.0509123047307976,0.374074788246685,-731.965610526316
LOW,TMUS,0.050963167753685,0.426007868774548,-318.638947368421
AAPL,USB,0.0509845881000144,0.352963074392664,-190.479473684211
MS,RTX,0.0510750162587947,0.500466523435128,-174.478947368421
PG,SCHW,0.0510840530275516,0.400259077579971,-206.847894736842
JPM,NOW,0.0511010806320233,0.32922352643752,-594.616315789474
MCD,VRTX,0.0512225294784323,0.389408059977341,-508.699089473684
CMCSA,MSFT,0.051292569235919,0.427641934075454,-302.231578947368
BAC,WMT,0.0513592623264691,0.382567839204306,-157.410550315789
AMT,VRTX,0.0514026723260062,0.388895413949984,-516.960558421053
AMD,RTX,0.0514194333166824,0.326517260113028,-189.343157894737
BLK,DHR,0.0514697802029722,0.446891851521693,-890.805455789474
GILD,TMO,0.051489895290785,0.461145644725516,-598.292736526316
DHR,NEE,0.051632198169727,0.475085852211118,-330.447232631579
CB,GOOGL,0.0516443343680737,0.440197426915227,-2441.88638736842
DE,RTX,0.0517783609770874,0.454149696375794,-435.203157894737
HD,MMC,0.0517978037517413,0.529696005270691,-443.247559473684
AMGN,DIS,0.0518002839548928,0.394438445681907,-345.51
ANTM,TMO,0.0518176387848275,0.414411904981814,-1019.76082526316
SBUX,USB,0.0519256253125378,0.412904901872199,-125.098947368421
CVS,MS,0.052101808627788,0.416845519731426,-173.621578947368
ACN,JNJ,0.0521253596722393,0.538487813300982,-466.334210526316
HD,MO,0.0521491590154919,0.434705077879813,-338.700900631579
AMZN,ORCL,0.0521775607358483,0.370844383235309,-183.862026315789
IBM,UNP,0.0521894028536198,0.491545730379472,-354.426556842105
IBM,PG,0.0522161908472678,0.521371561632624,-279.964736842105
DHR,KO,0.0522316379747374,0.450411781238969,-316.448667631579
ADP,LOW,0.0522535370307822,0.440606200111372,-399.687086315789
BAC,SCHW,0.0522898166612218,0.525799468442908,-99.560024
COST,LOW,0.0522980478313786,0.478569039268685,-651.401052631579
MCD,XOM,0.052457191753511,0.387727409435862,-339.509615789474
GILD,TXN,0.0524875739073174,0.440959733783713,-224.127188105263
BMY,COST,0.0525552614477991,0.465890687669124,-540.148421052632
NOC,TMO,0.0525824871324698,0.38911215246633,-1001.64862947368
AMT,BMY,0.0525887854968989,0.477556018191471,-327.072137368421
CB,SBUX,0.0526389931240756,0.444219122987196,-277.195861052632
DUK,TMO,0.0526599759910653,0.439002000558064,-643.94818
NOC,V,0.0526613770809223,0.41477867808049,-667.83413368421
IBM,INTU,0.0527354030881262,0.38047146203683,-533.337368421053
AMZN,GOOGL,0.0528412653439023,0.449834069008532,-2354.34518421053
JPM,QCOM,0.0528597713364507,0.355050781912333,-256.165995789474
CME,UPS,0.0529144437307478,0.420927890626077,-379.437077894737
PG,SBUX,0.0529336675919037,0.449250797492266,-217.372105263158
MDLZ,PG,0.0531760351990143,0.916204685734725,-202.882105263158
MDLZ,T,0.0532511580599477,0.540743573593771,-81.7668421052631
ABBV,HD,0.0532967386948999,0.458342563400805,-434.866506842105
MRK,TMUS,0.0533155683815514,0.437305299427423,-220.412897894737
AMD,GOOGL,0.0533921528599872,0.361585968356445,-2335.29
JNJ,UPS,0.0534653006216415,0.427974691850404,-353.499473684211
DUK,T,0.0535176410114024,0.629016001114233,-127.299473684211
BLK,NFLX,0.0535908839712838,0.348719312945932,-823.00192631579
T,VRTX,0.0539513460927357,0.39528007492819,-285.668947368421
BAC,MSFT,0.0539605339306639,0.38712075504899,-295.096866105263
CB,MS,0.0541804804944122,0.528707424845671,-281.447966315789
MS,XOM,0.0541955922577766,0.430373910106995,-175.957894736842
BA,UNH,0.0542073305200419,0.369146458115496,-616.447382105263
BDX,ZTS,0.0542311450544892,0.491520496024032,-412.156504736842
DIS,UNP,0.0543142900360492,0.437485018622381,-317.949188421053
AAPL,MMM,0.0543195953539428,0.409737908047897,-281.334210526316
GS,QCOM,0.0545631616283824,0.368208993481529,-436.666699473684
CME,TMUS,0.0545885097184153,0.452932468627018,-333.141814736842
BAC,MA,0.0545983807229751,0.419680264338957,-373.857918736842
TXN,WFC,0.0546836491539229,0.387481437082698,-204.932631578947
CVS,INTU,0.0546950568574442,0.391554898326968,-488.631052631579
GE,MCD,0.0547262481367161,0.412417427257079,-315.926457894737
IBM,NFLX,0.0547844997108387,0.343003556595128,-325.334736842105
JNJ,PG,0.054818672742921,0.794668054420659,-316.713684210526
CME,PFE,0.0549589647595985,0.441423450867287,-251.928656842105
GILD,PM,0.0549861156170028,0.525000255421811,-163.851924947368
ADBE,V,0.0550795317146882,0.417352340765867,-603.596842105263
NKE,WMT,0.0550918782407313,0.415275541324027,-237.679803368421
GS,PG,0.0551219335893722,0.452006106067653,-445.000703684211
SCHW,USB,0.0551523440405244,0.527254029133096,-114.574736842105
ACN,BLK,0.0551919102819873,0.598023023809991,-927.252452631579
BMY,UPS,0.055194679690955,0.421627373623703,-253.681578947368
ADI,TXN,0.0552306816353314,0.783732266751485,-320.30734
CSCO,DUK,0.0552720355938983,0.47959398577498,-151.142105263158
CI,DHR,0.0553696386023426,0.421029249628888,-511.201645263158
MCD,SBUX,0.0553758338106984,0.55283498966952,-319.286984210526
BAC,IBM,0.055400399410158,0.456460117703875,-172.676866105263
TXN,XOM,0.0554819444353016,0.390666337459263,-258.962631578947
KO,USB,0.0556083663546216,0.485626956123525,-111.001980263158
ABT,AMT,0.0556110474024647,0.537809819645936,-362.481611052632
BAC,SO,0.0556291772387374,0.434797032656559,-106.046339789474
NEE,NKE,0.0556432484583969,0.433208370654473,-190.255085473684
T,UPS,0.0556608977200814,0.414275763860614,-198.931578947368
AVGO,LIN,0.0557384972384554,0.45827406222899,-850.856794210526
BMY,GOOGL,0.0557597000775876,0.468621555137875,-2315.69736842105
UPS,ZTS,0.0557663673590927,0.42772555313797,-343.951578947368
LOW,RTX,0.05590575117565,0.421155636521063,-281.003157894737
CB,SPGI,0.0559737854985021,0.463233379248223,-535.168492631579
DHR,NOC,0.0560000333382511,0.415285485207584,-719.288715789474
AMT,BAC,0.0560433236644939,0.394993896105266,-286.149529789474
C,CI,0.0560612965005709,0.424173320030382,-306.08232631579
GOOGL,NFLX,0.0560922218378408,0.370032047957432,-2427.43263157895
AMT,INTU,0.0561207715042915,0.450654536209165,-646.810032105263
MCD,ORCL,0.0561430791697855,0.478559913681614,-313.494352631579
AMD,QCOM,0.0561543751069513,0.385188042808278,-228.154416842105
KO,MMC,0.0562453409604675,0.635264829686115,-214.997769736842
AVGO,MSFT,0.0562676321809001,0.517584200403654,-798.158321578947
CI,TMO,0.0562957142417349,0.409043350558324,-793.561558947369
AMGN,VRTX,0.0563017798698136,0.438183610098072,-508.806842105263
CRM,DE,0.05636840277607,0.350369803304399,-513.95052631579
MRK,PM,0.0564642069737304,0.526718402127717,-191.015003157895
ISRG,MSFT,0.0565425277336973,0.471483653288417,-470.128947368421
GOOGL,NVDA,0.0566216334464109,0.396599313283928,-2415.14678894737
BA,MRK,0.0567106033681624,0.361144344605255,-221.552897894737
MA,NKE,0.0567842862617125,0.465993788781162,-454.127171789474
ADP,JNJ,0.0567909519269927,0.546653530701664,-388.252349473684
HON,PEP,0.0567936781589802,0.560530637602852,-351.486690526316
CCI,VRTX,0.0568378137344854,0.42165759730514,-439.523571052632
ADP,MSFT,0.0568476336742363,0.519407305912173,-473.923402105263
AXP,BA,0.056873106210785,0.429697251637829,-289.691578947368
BMY,IBM,0.0570094166795754,0.504881525199192,-213.599473684211
BKNG,CRM,0.0570591459388454,0.36389622020839,-2299.54052631579
PG,T,0.0571012001103299,0.568678631273256,-162.145789473684
BDX,NKE,0.0571401181786138,0.421305382327662,-361.233150210526
ABT,LMT,0.0571595535647738,0.468153288783618,-540.682081052632
C,ORCL,0.0571641821090585,0.415050571142582,-119.633684210526
ADI,JPM,0.0571978009594845,0.450342367753546,-280.178392631579
BMY,KO,0.0572270204039214,0.595893694929057,-136.909875
AMZN,VRTX,0.057264599009921,0.387784166538219,-379.066763157895
INTC,NOC,0.0572750660035966,0.391057827623526,-505.182554736842
LOW,MO,0.0572823226544026,0.449550510632895,-235.324393789474
ADP,MO,0.0572920081929451,0.508406377006067,-261.975690631579
MMC,MSFT,0.0572972754967886,0.575122036049176,-414.107368421053
CB,V,0.0573669194969719,0.511719102105254,-404.803755789474
NFLX,NVDA,0.0574779725631733,0.35253923419729,-361.71521
AVGO,MO,0.057484540147948,0.415782305263199,-586.210610105263
GOOGL,NKE,0.0574933353453819,0.453056544133752,-2355.04401389474
CME,DHR,0.057527776719511,0.459964006274378,-455.824817894737
AMD,LLY,0.0576779095575468,0.349797008594129,-398.306842105263
CI,GILD,0.0577111820077461,0.476324892690261,-317.526356526316
MDLZ,MDT,0.0577756600580168,0.590600266360761,-153.977318368421
ABBV,CMCSA,0.0577811383056321,0.488663394585569,-186.449473684211
DIS,XOM,0.0578047132726087,0.40022628224549,-197.821052631579
BAC,TMUS,0.057869022322063,0.418616348574359,-166.463708210526
AXP,GOOG,0.0578766183866448,0.412690968965809,-2403.90473684211
ACN,ANTM,0.057941701586302,0.490404289321733,-773.847908421053
AMT,SBUX,0.0581172164717039,0.486617482649101,-327.548453157895
GILD,SO,0.0582352388181373,0.580794612942463,-132.832451263158
BAC,MS,0.0583135089372719,0.664968964765864,-114.336339789474
MMC,MS,0.0583451069199044,0.509204313580986,-233.346842105263
AVGO,COST,0.0583551142796703,0.477696723691119,-1002.28726894737
BLK,JPM,0.0583767416701113,0.54882269569744,-758.870873684211
AVGO,MRK,0.0584238178323759,0.413421061935387,-625.69595631579
NOC,SO,0.0584404080483241,0.530966751247117,-536.188344210526
BAC,NEE,0.0584417416960761,0.404241694716257,-109.985832421053
HON,WFC,0.0585006687096046,0.472524133281071,-230.224736842105
AXP,MMC,0.0585379710625165,0.432409677551005,-309.783684210526
ADI,GOOG,0.0585708432893133,0.565058184773434,-2404.78312947368
NFLX,UPS,0.0585725601467322,0.372515844283547,-365.416842105263
DUK,RTX,0.0586018458161464,0.507557968017769,-201.269473684211
AMT,JPM,0.0586797990349381,0.441508091983161,-374.676347894737
BDX,SBUX,0.0587268263874199,0.455924050825549,-322.362820526316
MRK,NKE,0.05874731954015,0.454111789101569,-202.903753894737
ANTM,MDLZ,0.0588530861234859,0.527959077695394,-543.848434736842
BA,RTX,0.0589248740798241,0.450420528328308,-227.746315789474
IBM,LMT,0.0591062663603545,0.512380290616787,-568.341554736842
CCI,CVX,0.0592495340494255,0.407513066472802,-342.707781578947
ACN,BAC,0.059283553792663,0.452825748515647,-325.593708210526
AMT,ZTS,0.0593497927688838,0.582169549036835,-417.342137368421
AAPL,LMT,0.0593690310968817,0.440335701210411,-571.129449473684
AXP,PLD,0.0594166617117371,0.397702229905024,-276.077159631579
BAC,MMM,0.0594424537300426,0.494339577345241,-174.554760842105
DIS,NVDA,0.0594466148224946,0.357046757169898,-276.571525789474
BDX,DIS,0.0594545250666656,0.425984811523629,-348.478083684211
HD,PG,0.0594739804054534,0.615923273561365,-431.524927894737
MA,VRTX,0.0595156616660149,0.416932179829604,-604.668947368421
GOOGL,XOM,0.0595423244677888,0.40824654120881,-2336.39631578947
GS,INTU,0.0596403032172861,0.430412273272517,-698.373335263158
DHR,GILD,0.0596659262756607,0.549573166001876,-315.932822842105
ORCL,T,0.0597108906616102,0.445998564323114,-90.4642105263158
SO,TMO,0.0597802645281329,0.480702247583653,-608.867653684211
DUK,MMM,0.0599422840936352,0.612138344403845,-246.996315789474
ABT,UPS,0.059980511604709,0.448984287411313,-289.091052631579
ANTM,MO,0.0600552191685255,0.487365422999184,-531.403354842105
ORCL,TMO,0.0602526170054785,0.436742011064568,-607.112916842105
AMGN,LIN,0.0602544923161696,0.54026351883715,-557.105841052632
CAT,VRTX,0.060325716470828,0.417517609036361,-475.453684210526
AMT,MMM,0.0603259706319088,0.517481536437425,-392.018979473684
CB,COST,0.0603457758518411,0.48257484702912,-666.33744
GILD,MDT,0.0603929777210555,0.544378005639689,-153.854506473684
BA,WMT,0.0604024105163752,0.375627106732528,-256.328947368421
CB,WFC,0.06050604827741,0.492805741547201,-243.388492631579
UNP,UPS,0.0605125740680241,0.47611463145932,-394.508662105263
NOW,WFC,0.0605749235266653,0.360154257912478,-513.681052631579
ABT,CSCO,0.060649156682975,0.517317369933256,-155.032631578947
AXP,LOW,0.0606977551824588,0.397186082134794,-342.948421052632
UNP,VRTX,0.0607210103018472,0.419799021624491,-481.246030526316
CB,GOOG,0.0607397837061714,0.513260801506342,-2448.92849263158
BA,PFE,0.0607459705006259,0.376546229551211,-184.168947368421
ANTM,ZTS,0.0607982597575276,0.514685828086789,-648.132118947369
AMD,JNJ,0.0608635474341894,0.369773467871586,-269.941052631579
RTX,ZTS,0.0608988439315969,0.485890572076985,-260.020526315789
CSCO,SO,0.0609601681858309,0.530579744780278,-116.061578947368
ACN,ORCL,0.0610406756827855,0.505355111015104,-361.2
TMUS,ZTS,0.0611129488121063,0.507053425159578,-297.656315789474
PG,SO,0.0611200452780685,0.794095550184551,-213.334210526316
NOW,XOM,0.0612410937235184,0.363366283440113,-567.711052631579
MCD,MMM,0.0612975983506034,0.69899889842851,-383.757510526316
BLK,COST,0.0614033392497355,0.530642713394257,-1100.88455789474
HD,TMUS,0.0614075507272285,0.501093324389802,-422.015454210526
ANTM,DUK,0.0614272305373507,0.518621249476932,-589.38106631579
C,UPS,0.0614332605799495,0.449744021622025,-228.101052631579
DUK,SO,0.0615404643703406,1.06370551981089,-178.487894736842
ADI,CB,0.0616012271390238,0.517268969665451,-358.763201052632
ABT,BLK,0.0616474662636037,0.559433532480209,-746.676136842105
BKNG,C,0.0617471312540936,0.436162355777846,-2175.99263157895
BMY,QCOM,0.0617603553176496,0.399172086466207,-208.561785263158
HD,IBM,0.0618559497424762,0.503120928391687,-428.228612105263
PEP,ZTS,0.0618724691255124,0.651166225387543,-328.731427368421
QCOM,VRTX,0.0619437127633482,0.392959291761993,-398.450206315789
ABBV,INTU,0.0619537071822269,0.439332756741388,-539.975263157895
USB,VRTX,0.0620104440426246,0.391833157603396,-314.511052631579
CSCO,INTU,0.0620110721720275,0.450959643449733,-439.361052631579
AVGO,T,0.0620144358978894,0.432984103448311,-557.919374210526
AMAT,UNH,0.0620201563433804,0.404334315853405,-588.607908421053
DE,SPGI,0.0620671865844189,0.438169865665987,-674.432105263158
MSFT,TMUS,0.062119297207178,0.514019217668553,-392.875263157895
